"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
Delta 8 Clarity Cartridge 1000mg - Runtz,02788,I8(SPD#6)2111,Runtz,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Runtz,02787,I8(SPD#6)2111,Runtz,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Clementine,02785,I8(SPD#75)2109,Clementine,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Clementine,02784,I8(SPD#75)2109,Clementine,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Clementine,02783,I8(SPD#75)2109,Clementine,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Clementine,02782,I8(SPD#75)2109,Clementine,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Clementine,02781,I8(SPD#75)2109,Clementine,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Clementine,02780,I8(SPD#75)2109,Clementine,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Clementine,02779,I8(SPD#75)2109,Clementine,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,02770,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,02769,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,02768,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,02767,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,02766,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,02765,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,02764,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Pineapple Express,02754,I8(SPD#6)2111,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Pineapple Express,02753,I8(SPD#6)2111,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Pineapple Express,02752,I8(SPD#6)2111,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Pineapple Express,02751,I8(SPD#6)2111,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Pineapple Express,02750,I8(SPD#6)2111,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Pineapple Express,02749,I8(SPD#6)2111,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Pineapple Express,02748,I8(SPD#6)2111,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Pineapple Express,I3BDILAN7L000115,I8(SPD#6)2111,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Clementine,I3BDILARFV000095,I8(SPD#19)2108,Clementine,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,02725,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,02724,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,02723,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,02722,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,02721,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,02720,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,02719,I8(SPD#75)2109,Sequoia,"Forever 46, LLC DBA: The Downtown Dispensary - REC",,iLAVA,10/19/2021,
zenzona Vegan Gummies Jabuticaba 100mg - Indica,02701,I9(SPD#95)2109,Hybrid Blend,,,ZENZONA,9/14/2021,
zenzona Vegan Gummies Watermelon 100mg - Indica,02700,I9(SPD#95)2109,Hybrid Blend,,,ZENZONA,9/14/2021,
ClearGold Cartridge 500mg - Skywalker OG,I3BDILA8VU000049,I9(SPD#86)2110,Skywalker OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/16/2021,iLAVA,,
Magma Budder 1g - Modified Banana,I3BDILAHMW000015,IMMB091521,Modified Banana,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Magma Budder 1g - Modified Banana,I3BDILAHMW000014,IMMB091521,Modified Banana,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Magma Budder 1g - Modified Banana,I3BDILAHMW000016,IMMB091521,Modified Banana,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
zenzona Vegan Gummies Wildberry 100mg - Indica,02631,I9(SPD#95)2109,Hybrid Blend,,,ZENZONA,9/14/2021,
Molecular Live Resin Cartridge 500mg - Blue Dream,I3BDILACQD000016,ILSBD070721,Blue Dream,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/15/2021,iLAVA,,
Molecular Live Resin Cartridge 500mg - Blue Dream,I3BDILACQD000015,ILSBD070721,Blue Dream,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/15/2021,iLAVA,,
ClearGold Cartridge 1000mg - Forbidden Fruit,I3BDILAKDR000039,I9(SPD#11)2112,Forbidden Fruit,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/15/2021,iLAVA,,
ClearGold Cartridge 1000mg - Forbidden Fruit,I3BDILAKDR000038,I9(SPD#11)2112,Forbidden Fruit,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/15/2021,iLAVA,,
ClearGold Cartridge 1000mg - Thin Mint Cookies,I3BDILASHF000049,I9(SPD#99)2111,Thin Mint Cookies,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/15/2021,iLAVA,,
ClearGold Cartridge 1000mg - Thin Mint Cookies,I3BDILASHF000048,I9(SPD#99)2111,Thin Mint Cookies,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/15/2021,iLAVA,,
ClearGold Cartridge 1000mg - Thin Mint Cookies,I3BDILASHF000047,I9(SPD#99)2111,Thin Mint Cookies,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/15/2021,iLAVA,,
Molecular Live Resin Cartridge 500mg - Blue Dream,I3BDILACQD000017,ILSBD070721,Blue Dream,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/15/2021,iLAVA,,
ClearGold Cartridge 1000mg - Forbidden Fruit,I3BDILAKDR000040,I9(SPD#11)2112,Forbidden Fruit,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/15/2021,iLAVA,,
Hi Keto 1:1 (100mg CBD/100mg THC) Chocolate Chip Cookies - Hybrid,02628,I9(SPD#95)2109,Hybrid Blend,,,HI KETO,9/14/2021,
Las Vegas Triangle Kush 7G - VALUE,02627,"Las Vegas Triangle Kush.Bl OB,R 1-5",Las Vegas Triangle Kush,"The Health Center of Cochise, Inc. DBA: Sunday Goods",,Sunday Goods,9/30/2021,
Sour Leopard 3.5g - Value,02606,Sour Leopard.B24B.Rl-5,Sour Leopard,,,Sunday Goods,10/13/2021,
ClearGold Cartridge 1000mg - Pineapple Express,I3BDILAGFW000099,I9(SPD#19)2112,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Pineapple Express,I3BDILAGFW000098,I9(SPD#19)2112,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
Lumen Sugar Wax 1g - Alien Pharaoh,I3BDILAVMK000011,ILAP090221,Alien Pharaoh,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,9/1/2021,
ClearGold Cartridge 1000mg - Cherry Pie,I3BDILANDN000086,I9(SPD#11)2112,Cherry Pie,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Cherry Pie,I3BDILANDN000085,I9(SPD#11)2112,Cherry Pie,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
Atomic Cartridge 1000mg - Plush Berry,I3BDILAFJI000007,I9(SPD#74)2109,Plush Berry,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Blue Dream,I3BDILAO8T000154,I9(SPD#11)2112,Blue Dream,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Blue Dream,I3BDILAO8T000153,I9(SPD#11)2112,Blue Dream,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Watermelon Zkittlez,I3BDILAYGA000008,I9(SPD#63)2108,Watermelon Zkittlez,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Watermelon Zkittlez,I3BDILAYGA000007,I9(SPD#63)2108,Watermelon Zkittlez,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Green Crack,I3BDILAIQO000145,I9(SPD#7)2112,Green Crack,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Green Crack,I3BDILAIQO000144,I9(SPD#7)2112,Green Crack,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
Elemental Dablicator 1000mg - Maui Pacific Island x Dutch Dragon,I3BDILA4LP000002,I9(SPD#7)2111,Maui Pacific Island x Dutch Dragon,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,11/29/2021,
ClearGold Cartridge 1000mg - Raspberry Kush,I3BDILAY9X000014,I9(SPD#86)2110,Raspberry Kush,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Raspberry Kush,I3BDILAY9X000013,I9(SPD#86)2110,Raspberry Kush,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Watermelon Zkittlez,I3BDILAYGA000009,I9(SPD#63)2108,Watermelon Zkittlez,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Cherry Pie,I3BDILANDN000087,I9(SPD#11)2112,Cherry Pie,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Pineapple Express,I3BDILAGFW0000100,I9(SPD#19)2112,Pineapple Express,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Green Crack,I3BDILAIQO000146,I9(SPD#7)2112,Green Crack,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Blue Dream,I3BDILAO8T000155,I9(SPD#11)2112,Blue Dream,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/14/2021,iLAVA,,
ClearGold Cartridge 1000mg - Raspberry Kush,I3BDILAY9X000015,I9(SPD#86)2110,Raspberry Kush,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
J1 3.5G - VALUE,02578,J l.B8B.R1-5,J-1,"The Health Center of Cochise, Inc. DBA: Sunday Goods",,Sunday Goods,9/19/2021,
Entourage Night Gummies 20mg (SAMPLE),I3BDILAUTJ000010,EEWC2108,N/A,"Forever 46, LLC DBA: The Downtown Dispensary - REC",12/14/2021,iLAVA,8/9/2021,
Delta 8 Clarity Cartridge 1000mg - White Widow,I3BDILAOQC000038,I8(SPD#25)2108,White Widow,,,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - White Widow,I3BDILAOQC000037,I8(SPD#25)2108,White Widow,,,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Super Sour Diesel,00263,I8(SPD#56)2108,Pineapple Express,,,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Runtz,00267,I8(SPD#56)2108,Pineapple Express,,,iLAVA,,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,02569,I9(SPD#95)2109,Hybrid Blend,,,ZENZONA,9/14/2021,
Las Vegas Triangle Kush 3.5g - Value,02568,"Las Vegas Triangle Kush.Bl OB,R 1-5",Las Vegas Triangle Kush,"The Health Center of Cochise, Inc. DBA: Sunday Goods",,Sunday Goods,9/30/2021,
Entourage Night Gummies 20mg (SAMPLE),I3BDILAUTJ000021,EEWC2108,N/A,,,iLAVA,8/9/2021,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,I3BDILAEZV000086,I8(SPD#56)2108,Pineapple Express,,,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Sundae Driver,I3BDILAEZV000084,I8(SPD#56)2108,Pineapple Express,,,iLAVA,,
Delta 8 Clarity Cartridge 1000mg - Mimosa,00701,I8(SPD#19)2108,Mimosa,,,iLAVA,,
Elemental Dablicator 1000mg - Chocolate Mint OG,I3BDILAEB6000005,DABCM2111,Chocolate Mint OG,,,iLAVA,,
Atomic Cartridge 1000mg - Strawberries N' Cream,02367,I9(SPD#74)2109,GG4,,,iLAVA,9/2/2021,
Sour Leopard 7g - Value,02560,Sour Leopard.B24B.Rl-5,Sour Leopard,"The Health Center of Cochise, Inc. DBA: Sunday Goods",,Sunday Goods,10/13/2021,
J1 7g - VALUE,02548,J l.B8B.R1-5,J-1,"The Health Center of Cochise, Inc. DBA: Sunday Goods",,Sunday Goods,9/19/2021,
Lemon Brulee 3.5g - VALUE,02547,Lemon Brulee #420.B3B.R 1-5,Lemon Brulee,"The Health Center of Cochise, Inc. DBA: Sunday Goods",,Sunday Goods,10/5/2021,
ClearGold Cartridge 500mg - Skywalker OG,I3BDILA8VU000051,I9(SPD#7)2111,Skywalker OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
Elemental Dablicator 1000mg - Chocolate Mint OG,I3BDILAEB6000004,DABCM2111,Chocolate Mint OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
Elemental Dablicator 1000mg - Chocolate Mint OG,I3BDILAEB6000003,DABCM2111,Chocolate Mint OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
Elemental Dablicator 1000mg - Chocolate Mint OG,I3BDILAEB6000002,DABCM2111,Chocolate Mint OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
ClearGold Cartridge 1000mg - Skywalker OG,I3BDILAWPL000069,I9(SPD#7)2111,Skywalker OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
ClearGold Cartridge 1000mg - Skywalker OG,I3BDILAWPL000068,I9(SPD#7)2111,Skywalker OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
ClearGold Cartridge 1000mg - Skywalker OG,I3BDILAWPL000067,I9(SPD#7)2111,Skywalker OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
ClearGold Cartridge 1000mg - Skywalker OG,I3BDILAWPL000066,I9(SPD#7)2111,Skywalker OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
ClearGold Cartridge 1000mg - Granddaddy Purple,I3BDILATGA000163,I9(SPD#11)2112,Granddaddy Purple,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
ClearGold Cartridge 1000mg - Granddaddy Purple,I3BDILATGA000162,I9(SPD#11)2112,Granddaddy Purple,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
Elemental Dablicator 1000mg - Chocolate Mint OG,I3BDILAEB6000005,DABCM2111,Chocolate Mint OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
ClearGold Cartridge 1000mg - Granddaddy Purple,I3BDILATGA000164,I9(SPD#11)2112,Granddaddy Purple,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/13/2021,iLAVA,,
Fatso - Sunday Goods Bulk Flower,000000254793,Fatso.081.B4,Fatso,"The Health Center of Cochise, Inc. DBA: Sunday Goods",12/13/2021,Sunday Goods,10/5/2021,
Fatso - Sunday Goods Bulk Flower,000000254794,Fatso.081.84,Fatso,"The Health Center of Cochise, Inc. DBA: Sunday Goods",12/13/2021,Sunday Goods,10/5/2021,
Fatso - Sunday Goods Bulk Flower,000000254795,Fatso.081.B4,Fatso,"The Health Center of Cochise, Inc. DBA: Sunday Goods",12/13/2021,Sunday Goods,10/5/2021,
iLAVA Feel 10ML (50mg CBD/100mg THC) Roll-On - Hybrid,02486,ILF050721,Hybrid Blend,,,iLAVA,5/6/2021,
Lemon Brulee 7g - Value,02481,Lemon Brulee #420.B3B.R 1-5,Lemon Brulee,"The Health Center of Cochise, Inc. DBA: Sunday Goods",,Sunday Goods,10/5/2021,
AK-1995 3.5g - Value,02480,AK-995.Bl B.Rl-5,AK-1995,"The Health Center of Cochise, Inc. DBA: Sunday Goods",,Sunday Goods,10/11/2021,
Hi Keto Chocolate Chip Cookies 200mg - Hybrid,02475,I9(SPD#95)2109,Hybrid Blend,,,HI KETO,9/14/2021,
AK-1995 7g - Value,02474,AK-1995.B I B.Rl-5,AK-1995,"The Health Center of Cochise, Inc. DBA: Sunday Goods",,Sunday Goods,10/11/2021,
Molecular Live Resin Cartridge 500mg - Sour Banana Sherbet,I3BDILAL6H000014,ILSSB080421,Sour Banana Sherbet,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/12/2021,iLAVA,,
Molecular Live Resin Cartridge 500mg - Sour Banana Sherbet,I3BDILAL6H000013,ILSSB080421,Sour Banana Sherbet,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Molecular Live Resin Cartridge 500mg - Sour Banana Sherbet,I3BDILAL6H000012,ILSSB080421,Sour Banana Sherbet,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Molecular Live Resin Cartridge 500mg - Sour Banana Sherbet,I3BDILAL6H000015,ILSSB080421,Sour Banana Sherbet,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Afghani,I3BDILAXJM000032,I9(SPD#11)2112,Afghani,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Afghani,I3BDILAXJM000031,I9(SPD#11)2112,Afghani,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Molecular Live Resin Cartridge 500mg - Super Glue,I3BDILA2IO000011,ILSS080421,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Molecular Live Resin Cartridge 500mg - Super Glue,I3BDILA2IO000010,ILSS080421,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Molecular Live Resin Cartridge 500mg - Super Glue,I3BDILA2IO000012,ILSS080421,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Afghani,I3BDILAXJM000033,I9(SPD#11)2112,Afghani,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
zenzona Vegan Gummies Raspberry 100mg - Sativa,02409,I9(SPD#95)2109,Hybrid Blend,,,ZENZONA,9/14/2021,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,02408,I9(SPD#95)2109,Hybrid Blend,,,ZENZONA,9/14/2021,
Molecular Live Resin Cartridge 500mg - Super Glue,02407,ILSS080421,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/11/2021,iLAVA,,
Molecular Live Resin Cartridge 500mg - Super Glue,02406,ILSS080421,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",12/12/2021,iLAVA,,
Molecular Live Resin Cartridge 500mg - Super Glue,02405,ILSS080421,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Molecular Live Resin Cartridge 500mg - Super Glue,02405,ILSS080421,Super Glue,,,iLAVA,,
Atomic Cartridge 1000mg - Silverback,02403,I9(SPD#49)2108,Silverback,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Atomic Cartridge 1000mg - Silverback,02403,I9(SPD#49)2108,Silverback,,,iLAVA,,
Atomic Cartridge 1000mg - GG4,02402,I9(SPD#74)2109,GG4,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,9/2/2021,
Atomic Cartridge 1000mg - GG4,02401,I9(SPD#74)2109,GG4,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,9/2/2021,
Atomic Cartridge 1000mg - GG4,02401,I9(SPD#74)2109,GG4,,,iLAVA,9/2/2021,
Atomic Cartridge 1000mg - Strawberries N' Cream,02367,I9(SPD#74)2109,GG4,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,9/2/2021,
Atomic Cartridge 1000mg - Strawberries N' Cream,02366,I9(SPD#74)2109,GG4,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,9/2/2021,
Atomic Cartridge 1000mg - Strawberries N' Cream,02366,I9(SPD#74)2109,GG4,,,iLAVA,9/2/2021,
Lumen Crumble 1g - Wedding Cake,I3BDILALIW000006,ILWC102621,Wedding Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Magma Sugar Wax 1G - Crunch Berries,I3BDILAQWU000016,IMCB102621,Crunch Berries,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Magma Sugar Wax 1G - Crunch Berries,I3BDILAQWU000015,IMCB102621,Crunch Berries,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Northern Lights,I3BDILAQDB000134,I9(SPD#19)2112,Northern Lights,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Northern Lights,I3BDILAQDB000133,I9(SPD#19)2112,Northern Lights,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Magma Budder 1g - Modified Banana,I3BDILAHMW000012,IMMB091521,Modified Banana,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Lumen Sugar Wax 1g - Angela,I3BDILAZPI000015,ILAG092321,Angela,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Lumen Crumble 1g - Tangie & Cream,I3BDILAPSC000006,ILTC102621,Tangie & Cream,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Lumen Crumble 1g - Wedding Cake,I3BDILALIW000007,ILWC102621,Wedding Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Magma Budder 1g - Crunch Berries,I3BDILAQWU000017,IMCB102621,Crunch Berries,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Lumen Budder 1g - Angela,I3BDILAYRG000009,ILAG092321,Angela,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Lumen Crumble 1g - Tangie & Cream,I3BDILAPSC000007,ILTC102621,Wedding Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Northern Lights,I3BDILAQDB000135,I9(SPD#19)2112,Northern Lights,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
Atomic Cartridge 1000mg - Durban Poison,02328,I9(SPD#55)2107,Durban Poison,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,7/21/2021,
Atomic Cartridge 1000mg - Durban Poison,02327,I9(SPD#55)2107,Durban Poison,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,7/21/2021,
Atomic Cartridge 1000mg - Durban Poison,02327,I9(SPD#55)2107,Durban Poison,,,iLAVA,7/21/2021,
zenzona Vegan Gummies Watermelon 100mg - Indica,02320,I9(SPD#95)2109,Hybrid Blend,,,ZENZONA,9/14/2021,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,02311,I9(SPD#95)2109,Hybrid Blend,,,ZENZONA,9/14/2021,
ClearGold Cartridge 1000mg - Strawnana,I3BDILASIV000036,I9(SPD#63)2108,Strawnana,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Strawnana,I3BDILASIV000035,I9(SPD#63)2108,Strawnana,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
ClearGold Cartridge 1000mg - Obama Kush,I3BDILAYOZ000011,I9(SPD#7)2112,Obama Kush,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
